# id,folder,cmd,resources,state,restart,workflow,diskspace,deps,creates,tqueued,trunning,tstop,error,momory
13910065,"/zhome/fa/5/1000203270/CAMD2022/batteries","fepo4_1li.py",8:1h,FAILED,0,0,0,"","","2022-08-16 17:08:56","2022-08-16 17:08:56","2022-08-16 17:08:58","NameError: name 'read' is not defined",0,""
13910190,"/zhome/fa/5/1000203270/CAMD2022/batteries","fepo4_1li.py",8:1h,queued,0,0,0,"","","2022-08-16 18:03:54","1970-01-01 01:00:00","1970-01-01 01:00:00","",0,""
13910190,"/zhome/fa/5/1000203270/CAMD2022/batteries","fepo4_1li.py",8:1h,running,0,0,0,"","","2022-08-16 18:03:54","2022-08-16 18:03:54","1970-01-01 01:00:00","",0,""
13910190,"/zhome/fa/5/1000203270/CAMD2022/batteries","fepo4_1li.py",8:1h,FAILED,0,0,0,"","","2022-08-16 18:03:54","2022-08-16 18:03:54","2022-08-16 18:03:56","NameError: name 'read' is not defined",0,""
13910241,"/zhome/fa/5/1000203270/CAMD2022/batteries","fepo4_1li_sub.py",8:1h,queued,0,0,0,"","","2022-08-16 18:51:07","1970-01-01 01:00:00","1970-01-01 01:00:00","",0,""
13910241,"/zhome/fa/5/1000203270/CAMD2022/batteries","fepo4_1li_sub.py",8:1h,FAILED,0,0,0,"","","2022-08-16 18:51:07","2022-08-16 18:51:06","2022-08-16 18:51:08","--------------------------------------------------------------------------",0,""
13910242,"/zhome/fa/5/1000203270/CAMD2022/batteries","fepo4_1li_sub.py",8:1h,queued,0,0,0,"","","2022-08-16 18:51:22","1970-01-01 01:00:00","1970-01-01 01:00:00","",0,""
13910242,"/zhome/fa/5/1000203270/CAMD2022/batteries","fepo4_1li_sub.py",8:1h,FAILED,0,0,0,"","","2022-08-16 18:51:22","2022-08-16 18:51:22","2022-08-16 18:51:24","NameError: name 'read' is not defined",0,""
13910247,"/zhome/fa/5/1000203270/CAMD2022/batteries","fepo4_1li_sub.py",8:1h,queued,0,0,0,"","","2022-08-16 19:01:14","1970-01-01 01:00:00","1970-01-01 01:00:00","",0,""
13910247,"/zhome/fa/5/1000203270/CAMD2022/batteries","fepo4_1li_sub.py",8:1h,FAILED,0,0,0,"","","2022-08-16 19:01:14","2022-08-16 19:01:13","2022-08-16 19:01:15","NameError: name 'read' is not defined",0,""
13916710,"/zhome/fa/5/1000203270/CAMD2022/machinelearning","dft-gllb.py",8:1:4h,queued,0,0,0,"","","2022-08-19 10:45:41","1970-01-01 01:00:00","1970-01-01 01:00:00","",0,""
13916710,"/zhome/fa/5/1000203270/CAMD2022/machinelearning","dft-gllb.py",8:1:4h,done,0,0,0,"","","2022-08-19 10:45:41","2022-08-19 10:45:41","2022-08-19 10:57:49","",0,""
